date & tax point,to,attention,from,our reference,re your,terms,for account,of,sedol,isin,trade time,value date,quantity,price,consideration,commission,clearing fee,trading fee,net figure
29 jul 2019,skandinaviska enskilda banken ab (publ),confirmations,instinet ope limited,19209w00mh4 ( average price ticket ),purchase,against payment,(id15739) enskilda securities ab,ishares barclays capital  etf,b6xdtq6,sg2d83975482,2019-07-29 090107.214,31 jul 2019,11.200, 10.590000, 118.608.00 exchange rate 1.0000000, 47.44, 38.55, 8.90, 118.702.89
